_id,name,brand,manufacturer,PriorityIndex,category,subCategory,margin,margin%,sp,mrp,availability,limit,DealerPrice,JioMartPrice,BigBasketPrice,GrofersPrice,discount,gst,weight,description,imageUrl,productImageUrl
ObjectId(5ffb514e80ef0812f2708512),LAKME PEACH MILK MOISTURIZER,Lakme,HUL,5,Personal Care,Skin care,16.13,16.29292929,82,99,Y,10,82.87,79,79,79,17,18,60ml,Lakme Ph Mxm Mk Moisturiser 60M: Lakme Ph Mxm Mk Moi 60M 100% original genune product; Its help you to Moisturise your skin; Use this Moisturiser and get your skin glow.,,https://deliveryhunt.com/wp-content/uploads/2020/09/Lakme-Ph-Mxm-Mk-Moi-60M.png
ObjectId(5ffb514e80ef0812f2708513),"Lakme Moisturizer Body Lotion, Peach Milk, 200ml",Lakme,HUL,5,Personal Care,Skin care,52.95,16.29230769,270,325,Y,10,272.05,265,260,261,17,18,200ml,"Infused with the goodness of peaches and milk; This light moisturizer has a soothing fragrance; It easily absorbs into the skin to lock moisture for 12 hours to give you soft, glowing skin; For intense nourishment - try the lakme peach milk winter lotion; For nourishment + sun protection - try the lakme peach milk SPF 24 lotion; For the best results, use the product on an everyday basis. For all skin types. Maximum shelf life: 24 Months",https://images-na.ssl-images-amazon.com/images/I/518ppnm9NRL._SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/51IJnUP-nRL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708514),LAKME PEACH MILK SPF24 60ML,Lakme,HUL,5,Personal Care,Skin care,20.77,16.616,104,125,Y,10,104.23,100,100,100,17,18,60ml,"Lakme brings to you a moisturizer which is a blend of wholesome peaches and milk, which nourishes the skin deeply without making it appear oily. This light moisturizer dozed with SPF 24 has a soothing fragrance, which will make you fall in love with it instantly. This lotion easily absorbs into the skin to lock moisture for 12 hours to give you soft, smooth and glowing skin. Choose the right Peach Milk Moisturizer: for light nourishment pick this classic lotion. For intense nourishment - try the Peach Milk Winter lotion.",,https://images-na.ssl-images-amazon.com/images/I/51IJnUP-nRL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708515),Lakme Peach Milk Moisturizer SPF 24 PA++  (200 ml),Lakme,HUL,5,Personal Care,Skin care,57.02,16.29142857,291,350,Y,10,292.98,280,280,280,17,18,200ml,"Infused with the goodness of peaches and milk this light moisturizer dozed with SPF 24 has a soothing fragrance It easily absorbs into the skin to lock moisture for 12 hours to give you soft, sun protected glowing skin for intense nourishment - try the Lakme Peach Milk Intense Lotion; for nourishment + sun protection - try the Lakme Peach Milk SPF 24 lotion; For the best results, use the product on an everyday basis",https://images-na.ssl-images-amazon.com/images/I/61xJAlTt-fL._SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/51wTJgS%2BbCL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708516),LAKMÉ PEACH MILK SOFT CRÈME 65 GM,Lakme,HUL,5,Personal Care,Skin care,17.11,16.2952381,87,105,Y,10,87.89,84,100.8,84,17,18,65g,Lakme Peach Milk Soft Crème 65 gm,,https://cdn.shopify.com/s/files/1/0014/3514/0183/products/19722_Hero_image_600x.jpg?v=1603193387
ObjectId(5ffb514e80ef0812f2708517),"Lakme Peach Milk SPF 24 PA Sunscreen Moisturiser, 120 ml",Lakme,HUL,5,Personal Care,Skin care,39.84,16,209,249,Y,10,209.16,186.75,199,199,16,18,120ml,"Infused with the goodness of peaches and milk; This light moisturizer dozed with SPF 24 has a soothing fragrance; It easily absorbs into the skin to lock moisture for 12 hours to give you soft, sun protected glowing skin; For intense nourishment - try the lakme peach milk winter lotion; For nourishment + sun protection - try the lakme peach milk SPF 24 lotion; For the best results, use the product on an everyday basis",https://images-na.ssl-images-amazon.com/images/I/61xCcrQWUML._SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/51AYuXVFelL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708518),LAK PEACH MILK SOFT CREAM 25G,Lakme,HUL,5,Personal Care,Skin care,6.52,16.3,33,40,Y,10,33.48,32,32,32,17,18,25g,Lakme Peach Milk Soft Crème 24Hr Moisture Cream 25g,,https://rukminim1.flixcart.com/image/416/416/k5jxfgw0/fairness/q/g/q/25-peach-milk-soft-cr-me-24hr-moisture-cream-25g-lakme-original-imafz72nup6atggr.jpeg?q=70
ObjectId(5ffb514e80ef0812f2708519),"Lakmé Peach Milk Soft Creme, Light Weight With 24Hr Moisture Lock",Lakme,HUL,5,Personal Care,Skin care,45.37,13,304,349,Y,10,303.63,279,279,279,13,18,250G,"Is your skin loosing moisture as the day goes by ? Lakmé brings to you the goodness of peaches and milk in a creme for the very first time! This whipped cream formula has a soothing fragrance which will make you fall in love with it instantly. This deeply nourishing formula easily absorbs into the skin to lock moisture for 24 hours to give you soft, smooth glowing skin. Apply the crème smoothly over face and neck. Use it in the day/night to get beautiful skin around the clock. This crème can be applied under make up. For best results - use every day for nourished skin that glows. About Lakmé : Lakmé is India’s No. 1 Color Cosmetics brand offering a wide range of high-end, world-class color cosmetic and skincare products. Lakmé has a vast product range specially crafted by experts for the Indian skin. The brand has also been redefining fashion in India for over 15 years with Lakmé Fashion Week, India’s premier fashion event. Allergies : In the unlikely event of skin irritation, stop using and consult a doctor immediately. Warning : Avoid contact with eyes. Wash your eyes thoroughly with clean water in case of contact.",https://images-na.ssl-images-amazon.com/images/I/51BotDGuZXL._SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/51DDJhaLHtL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270851a),LAKME PEACH MILK ULTRA LIGHT GEL 65G,Lakme,HUL,5,Personal Care,Skin care,24.44,16.29333333,120,150,Y,10,125.56,120,120,120,17,18,65g,"Use Lakme's Peach Milk Moisturizer for glowing and soft skin all day long. Infused with goodness of rich peaches and milk, it nourishes and plumps your skin from within, so that your skin stays deeply nourished throughout the day. A lightweight gel formula that melts into the skin locking in moisture for 24 hours, without leaving any oily residue and giving your skin a non-sticky, fresh look that lasts all day, moisturising never felt so light. This moisturizer is available with a nutritive moisture technology that is perfect for daily use. This moisturizer contains peach extracts and Vitamin B3 for radiant, shiny skin. You can use this moisturizer along with other products and for the best results, apply this moisturizer after cleaning and hydrating, and before applying makeup for perfect skin. This compact bottle is easy to carry in your bag and you will glow wherever you go! Product Features 1. Moisturizes skin 2. Light moisturizer ideal for year round usage 3. Gives your skin light nourishing glow 4. The product can also be worn under make-up. 5. For best results, use the product on an everyday basis 6. The smooth texture ensures it's easily absorbed into your skin without making your skin oily",,https://images-na.ssl-images-amazon.com/images/I/51UHPKZN1PL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270851b),LIFEBUOY TOTAL SOAP (PACK OF 4),Lifebuoy,HUL,7,Personal Care,Bath and hand wash,5.19,12.975,35,40,Y,10,34.81,37.2,32,32,13,18,4X56g,"Silver shield formula
100 percent germ protection
Total 10
The Lifebuoy total soap bar offers complete germ protection for you and your family. Formulated with active 5, this soap bar protects your entire family from various bacteria and diseases. The advanced formula builds a protective guard over your skin, keeping away skin impurities and protecting against dust and dirt. Give your family a 100 percent better germ protection with this antibacterial soap bar from Lifebuoy.",,https://jstclick.com/image/cache/Fairness%20Cream/lifebuoy%20soap-800x800.jpg
ObjectId(5ffb514e80ef0812f270851c),"Lifebuoy Total Soap Bar, 125g (Pack of 4)",Lifebuoy,HUL,7,Personal Care,Bath and hand wash,11.17,11.63541667,84,96,Y,10,84.83,77,77,77,12,18,4x125g,"The Lifebuoy total soap bar offers complete germ protection for you and your family. Formulated with active5, this soap bar protects your entire family from various bacteria and diseases. The advanced formula builds a protective guard over your skin, keeping away skin impurities and protecting against dust and dirt. Give your family a 100% better germ protection with this soap bar from Lifebuoy. Enjoy clean, soft skin and a germ-free bathing experience.",,https://jeyachandrantextiles.in/image/cache/catalog/Lifebuoy-Total-Soap-1560751059-10035688-1-500x500.jpg
ObjectId(5ffb514e80ef0812f270851d),LIFEBUOY NEEM SOAP (PACK OF 4),Lifebuoy,HUL,7,Personal Care,Bath and hand wash,4.65,11.625,35,40,Y,10,35.35,32,40,32,12,18,4X56g,,,https://rukminim1.flixcart.com/image/416/416/jvy4vbk0/soap/q/h/z/4-500-neem-100-skin-protection-soap-lifebuoy-original-imafgqzp5gfwtzxy.jpeg?q=70
ObjectId(5ffb514e80ef0812f270851e),LIFEBUOY TURMERIC SOAP (PACK OF 4 ),Lifebuoy,HUL,7,Personal Care,Bath and hand wash,4.65,11.625,35,40,Y,10,35.35,32,40,32,12,18,56g,"Powered by Activ Silver Formula - Gives you 100% Stronger Germ Protection
With Honey & Turmeric
Helps keep you and your kids 1 step ahead of infections",,https://cdn.shopclues.com/images1/thumbnails/106043/640/1/149440296-106043782-1587984729.jpg
ObjectId(5ffb514e80ef0812f270851f),LIFEBUOY TOTAL SOAP 100G,Lifebuoy,HUL,7,Personal Care,Bath and hand wash,1.86,11.625,14,16,Y,10,14.14,13,13,13,12,18,100g,"
Lifebuoy Total 10 Germ Protection Bar Soap for a deep cleansing experience
Powered by Activ Silver Formula - Gives you 10 Times Better Protection from Germs
For advanced germ protection round the clock
Helps keep you and your kids 1 step ahead of infections
Protects you and your beloved family members from illnesses",,https://images-na.ssl-images-amazon.com/images/I/61qOqnbhaBL._AC_SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708520),LIFEBUOY TOTAL SOAP (PACK OF 4 ),Lifebuoy,HUL,7,Personal Care,Bath and hand wash,5.19,12.975,35,40,Y,10,34.81,32,32,32,13,18,4X59g,"Lifebuoy Total 10 Germ Protection Bar Soap for a deep cleansing experience
Powered by Activ Silver Formula - Gives you 10 Times Better Protection from Germs
For advanced germ protection round the clock
Helps keep you and your kids 1 step ahead of infections
Protects you and your beloved family members from illnesses""",,https://assetscdn1.paytm.com/images/catalog/product/F/FA/FASLIFEBUOY-BATBIGB9858327BC6C8C8/1562082897448_0.jpg?imwidth=280&impolicy=hq
ObjectId(5ffb514e80ef0812f2708521),LAKME PERFECT RADIANCE SKIN LIGHTENING FACEWASH 50G,Lakme,HUL,5,Personal Care,Skin care,27.47,17.16875,131,160,Y,10,132.53,128,144,128,18,18,50g,"Fights dark spots, acne marks or blemishes, uneven skin tone, oiliness, tanning and dullness.
Goes several derma layers deep to control excess melanin production.
Continous release technology releases potent Skin Lightening Vitamins continuously into your epidermal cells through the day.
Continuous use leaves your skin perfectly fair forever.",,https://images-na.ssl-images-amazon.com/images/I/51yoRLuK95L._SL1499_.jpg
ObjectId(5ffb514e80ef0812f2708522),LAKME NIGHT CREAM,Lakme,HUL,5,Personal Care,Skin care,72.96,17.16705882,349,425,Y,10,352.04,340,340,340,18,18,50G,Lightens the skin tone,,https://images-na.ssl-images-amazon.com/images/I/51sm4DTpGWL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708523),LAKME ABSOLUT PERFECT BRIGHT DAY CREAM 50G,Lakme,HUL,5,Personal Care,Skin care,51.33,17.16722408,245,299,Y,10,247.67,239,239,239,18,18,50g,"Luminizing pearls instantly brighten your skin tone
Insta Collagen boosters help improve elasticity to tighten skin
SPF 15 PA++ protects skin from the sun's harmful UVA and UVB rays
Use the creme with the entire Lakmé Youth Infinity range to get a complete sculpted look
For best results, use the product everyda",,https://images-na.ssl-images-amazon.com/images/I/51P6lnB9z7L._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708524),"Liril Lemon and Tea Tree Oil Body Wash, 250 ml",Liril,HUL,5,Personal Care,Bath and hand wash,23.84,13.24444444,155,180,Y,10,156.16,144,144,144,14,18,250ml,"A refreshing everyday body wash that cares for your skin
Contains Ylang Ylang essential oil for a relaxing experience
The soothing scent from Iris extract ensures a blissful shower
A rich-lather body wash that leaves you feeling relaxed
Delicate fragrance and ingredients makes showering a delight
Get ready for the most intense shower wrapped with the Fresh fragrances",,https://images-na.ssl-images-amazon.com/images/I/615y4q2HlaL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708525),LIRIL LEMON TREE TEA SOAP 125G,Liril,HUL,5,Personal Care,Bath and hand wash,6.64,11.64912281,50,57,Y,10,50.36,46,46,46,12,18,125g,"Fresh skin, clean skin
Gives you a freshness that lasts all day long
It effectively removes germs and grime from your skin and keeps it well sanitized",,https://images-na.ssl-images-amazon.com/images/I/61F7DYUE8cL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708526),LIRIL LEMON TREE TEA SOAP 75G,Liril,HUL,5,Personal Care,Bath and hand wash,3.72,11.625,28,32,Y,10,28.28,26,26,26,12,18,75g,"Fresh skin, clean skin
Gives you a freshness that lasts all day long
It effectively removes germs and grime from your skin and keeps it well sanitized",,https://images-na.ssl-images-amazon.com/images/I/61GDdHjFyGL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708527),LIRIL COOLING MINT SOAP (PACK OF 4),Liril,HUL,5,Personal Care,Bath and hand wash,4.46,11.15,35,40,Y,10,35.54,32,32,32,12,18,45g,"""Fresh skin, clean skin
Gives you a freshness that lasts all day long
It effectively removes germs and grime from your skin and keeps it well sanitized""",,https://images-na.ssl-images-amazon.com/images/I/51lKCM3dt%2BL.jpg
ObjectId(5ffb514e80ef0812f2708528),LIRIL LEMON TREE TEA SOAP (PACK OF 4 ),Liril,HUL,5,Personal Care,Bath and hand wash,15.37,11.64393939,116,132,Y,10,116.63,128,106,106,12,18,4X75g,"""Fresh skin, clean skin
Gives you a freshness that lasts all day long
It effectively removes germs and grime from your skin and keeps it well sanitized""",,https://images-na.ssl-images-amazon.com/images/I/61F7DYUE8cL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708529),LIRIL COOLING MINT SOAP (PACK OF 4),Liril,HUL,5,Personal Care,Bath and hand wash,15.37,11.64393939,116,132,Y,10,116.63,106,106,106,12,18,4X75g,"""Fresh skin, clean skin
Gives you a freshness that lasts all day long
It effectively removes germs and grime from your skin and keeps it well sanitized""",,https://images-na.ssl-images-amazon.com/images/I/61d4R1Ul%2BnL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270852a),LUX SAFFRON SOAP (PACK OF 4 ),Lux,HUL,5,Personal Care,Bath and hand wash,11.52,11.63636364,87,99,Y,10,87.48,79,79,79,12,18,4X100g,"Better perfume bloom than real flowers
New floral beauty oil
Best ever lux perfume
For brighter fragrant skin
With saffron flowers
With white cream
Pamper your skin with our lush body washes and bars",,https://images-na.ssl-images-amazon.com/images/I/61udPIFnaXL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270852b),LAKME SUN EXPERT SPF50 50ML,Lakme,HUL,5,Personal Care,Bath and hand wash,48.07,17.16785714,230,280,Y,10,231.93,260.4,224,224,18,18,50ML,"Perfect for long wear
Sweat proof formulation
Blocks 97% of UVB Rays
Blends easily onto skin
Moisturizes skin
Prevents tanning due to sun. Skin Type: Dry skin, normal skin",,https://images-na.ssl-images-amazon.com/images/I/519QbrbK1bL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270852c),LAKME SUN EXPERT SPF50 18ML,Lakme,HUL,5,Personal Care,Bath and hand wash,17,17.17171717,81,99,Y,10,82,79,79,79,18,18,18ml,"Perfect for long wear
Sweat proof formulation
Blocks 97% of UVB Rays
Blends easily onto skin
Moisturizes skin
Prevents tanning due to sun. Skin Type: Dry skin, normal skin",,https://images-na.ssl-images-amazon.com/images/I/519QbrbK1bL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270852d),LAKME SUN EXPERT TINTED SUNSCREEN 50SPF 50G,Lakme,HUL,5,Personal Care,Skin care,51.5,17.16666667,246,300,Y,10,248.5,240,240,240,18,18,50g,"Blends into your skin for an invisible, natural finish
SPF 50 shields up to 97% of UVB rays causing sunburn and PA+++ shields from UVA rays that cause dark spots, premature aging and skin darkening
Feels light and non-sticky on skin and gives an even toned look this is perfect for everyday
Infused with cucumber and lemongrass extracts
Helps fight dark spots, premature aging and skin darkening that happen due to sun damage
Gives a natural finish so that your skin does not look patchy",,https://cdn.shopify.com/s/files/1/0014/3514/0183/products/LakmeSunExpTintedSunscreen50SPF50g_80x.jpg?v=1603467748
ObjectId(5ffb514e80ef0812f270852e),LAKME SUN EXPERT GEL SPF50 50G,Lakme,HUL,5,Personal Care,Skin care,40.73,16.292,208,250,Y,10,209.27,200,200,200,17,18,50g,"A light-weight gel specially designed to help soothe & refresh sun exposed skin
Infused with lemongrass & cucumber extracts
Hydrates skin so it looks and feels fresh
It is dermatologically tested and for all skin types
helps your skin to revive from sun damage
Light-weight Gel formula",,https://m.media-amazon.com/images/I/51CrjyrGtUL._AC_SS350_.jpg
ObjectId(5ffb514e80ef0812f270852f),LUX VELVET TOUCH BOTTLE BODY WASH 100ML,Lux,HUL,5,Personal Care,Bath and hand wash,7.15,13,48,55,N,10,47.85,44,44,44,13,18,100ml,"Contains silk protein extract for noticeably soft skin
Fragrance composed by the world's best perfume experts
Retains moisture to the skin
Lux is not harsh on skin
For best results use a loofah
Experience the rich creamy lather during shower with lux velvet touch body wash",,https://images-na.ssl-images-amazon.com/images/I/61ZyCvDSMAL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708530),LUX BODY WASH SCARLET BLOSSOM 235ML,Lux,HUL,5,Personal Care,Bath and hand wash,13.11,13.24242424,85,99,N,10,85.89,79,79,79,14,18,235ml,"For Upto 8 Hours Long Lasting Fragrance
Fragrance composed by the World's Best Perfume Experts
Fine fragrance Of Egyptian Violet & Elemi Oil
Lux is not harsh on skin
For best results use a loofah
Experience the rich creamy lather during shower with Lux Scarlet Blossom body wash. Gel type: Synthetic",,https://images-na.ssl-images-amazon.com/images/I/51va6aDBk4L._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708531),LUX BODY WASH SOFT TOUCH 235ML,Lux,HUL,5,Personal Care,Bath and hand wash,13.11,13.24242424,85,99,Y,10,85.89,79,99,79,14,18,235ml,"Contains Silk Protein Extract For Noticeably Soft Skin
Fragrance composed by the World's Best Perfume Experts
Retains Moisture To The Skin
For best results use a loofah
Lux is not harsh on skin
Experience the rich creamy lather during shower with Lux Soft Touch body wash",,https://images-na.ssl-images-amazon.com/images/I/51h6TbKRfVL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708532),LUX SOFT TOUCH SOAP (PACK OF 3),Lux,HUL,5,Personal Care,Bath and hand wash,7.57,11.64615385,57,65,Y,10,57.43,52,52,52,12,18,3X100g,"Soft fragrant skin
Fragrance composed by the world's best perfume experts",,https://www.grocyhub.com/image/cache/catalog/personal_care/skin_care/bath_soap/lux-soft-touch-pack-of-3-100gm_1-800x800.jpg
ObjectId(5ffb514e80ef0812f2708533),LUX FRESH SPLASH SOAP 100G,Lux,HUL,5,Personal Care,Bath and hand wash,2.91,11.64,22,25,Y,10,22.09,20,25,20,12,18,100g,"Better perfume bloom than real flowers
For invigorated refreshed skin. Ideal for Women
With water lilies and cooling mint
Fragrance composed by the world's best perfume experts
TOP NOTE: Apple, Citrus, Mint
BASE NOTE: Woods, Vanilla, Amber, Musk",,https://images-na.ssl-images-amazon.com/images/I/618oWHEzQ0L._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708534),LUX FRESH SPLASH SOAP (PACK OF 3) SAVE RS.6,Lux,HUL,5,Personal Care,Bath and hand wash,12.57,11.63888889,95,108,Y,10,95.43,104.16,86,86,12,18,3X150G,"Better perfume bloom than real flowers
For invigorated refreshed skin. Ideal for Women
With water lilies and cooling mint
Fragrance composed by the world's best perfume experts
TOP NOTE: Apple, Citrus, Mint
BASE NOTE: Woods, Vanilla, Amber, Musk",,https://osiamart.com/image/cache/catalog/cold-drinks/SOAP/LUX%20FRESH%20SPLASH%203x150GM-229x221.jpg
ObjectId(5ffb514e80ef0812f2708535),LUX SOFT TOUCH SOAP 100G,Lux,HUL,5,Personal Care,Bath and hand wash,2.86,13,19,22,N,10,19.14,18,18,18,13,18,100g,"Soft fragrant skin
Soft skin
Fragrance composed by the world's best perfume experts",,https://images-na.ssl-images-amazon.com/images/I/61BmoaVcgeL._SX425_.jpg
ObjectId(5ffb514e80ef0812f2708536),LUX SOFT TOUCH SOAP (Pack of 3),Lux,HUL,5,Personal Care,Bath and hand wash,7.57,11.64615385,57,65,Y,10,57.43,52,52,52,12,18,3X100G,"Soft fragrant skin
Soft skin
Fragrance composed by the world's best perfume experts",,https://images-na.ssl-images-amazon.com/images/I/61ppNAksuaL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708537),LUX ROSE SOAP(PACK OF 4 ),Lux,HUL,5,Personal Care,Bath and hand wash,5.19,12.975,35,40,Y,10,34.81,32,32,32,13,18,4X53G,"Discover the different layers of notes and ingredients that make up the beautiful scent in LUX Soft Touch
Indulge in a sensorial experience with breakthrough Floral Beauty Oil that gives you a fragrance bloom two times better than real flowers
Paris born Anne-Sylvie Selezneff is the professional ‘nose’ behind this fine fragrance. She used the delicate french rose with its sensual and captivating notes, to create this delicate fragrance
Ideal For Men & Wome",,https://images-na.ssl-images-amazon.com/images/I/61A5bnYqAHL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708538),Lux Rose & Vitamin E Beauty Soap For Glowing Skin Soap,Lux,HUL,5,Personal Care,Bath and hand wash,5.2,13,35,40,N,10,34.8,37.2,32,32,13,18,150g,"Discover the different layers of notes and ingredients that make up the beautiful scent in LUX Soft Touch
Indulge in a sensorial experience with breakthrough Floral Beauty Oil that gives you a fragrance bloom two times better than real flowers
Paris born Anne-Sylvie Selezneff is the professional ‘nose’ behind this fine fragrance. She used the delicate french rose with its sensual and captivating notes, to create this delicate fragrance
Ideal For Men & Wome",,https://images-na.ssl-images-amazon.com/images/I/61A5bnYqAHL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708539),LUX ROSE SOAP BUY 4+ GET 1 FREE,Lux,HUL,5,Personal Care,Bath and hand wash,11.64,11.64,88,100,Y,10,88.36,80,80,80,12,18,100g,"Discover the different layers of notes and ingredients that make up the beautiful scent in LUX Soft Touch
Indulge in a sensorial experience with breakthrough Floral Beauty Oil that gives you a fragrance bloom two times better than real flowers
Paris born Anne-Sylvie Selezneff is the professional ‘nose’ behind this fine fragrance. She used the delicate french rose with its sensual and captivating notes, to create this delicate fragrance
Ideal For Men & Wome",,https://images-na.ssl-images-amazon.com/images/I/61A5bnYqAHL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270853a),Lux Velvet Touch Soap 53G Save 25% (Pack Of 4),Lux,HUL,5,Personal Care,Bath and hand wash,5.82,14.55,34,40,Y,10,34.18,32,32,32,15,18,4X53G,"Soft fragrant skin
Fragrance composed by the world's best perfume experts",,https://images-na.ssl-images-amazon.com/images/I/61WWKI8tlWL._SY355_.jpg
ObjectId(5ffb514e80ef0812f270853b),LUX JASMINE SOAP (PACK OF 3),Lux,HUL,5,Personal Care,Bath and hand wash,13.27,11.64035088,100,114,Y,10,100.73,82.73,91,97,12,18,3X150G,"Soft fragrant skin
Soft skin
Fragrance composed by the world's best perfume experts",,https://amritsarstore.com/wp-content/uploads/2020/10/lux-Jasmin-Vitamin-E-600x600.jpg
ObjectId(5ffb514e80ef0812f270853c),LUX JASMINE SOAP BUY 4+GET 1 FREE,Lux,HUL,5,Personal Care,Bath and hand wash,9.5,10,86,95,Y,10,85.5,76,76,76,10,18,100g,"Soft fragrant skin
Soft skin
Fragrance composed by the world's best perfume experts",,https://perfect9supermarket.com/wp-content/uploads/2020/04/LUX-JASMINE-BLOOM-SOAP-SET-OF-4-1.jpg
ObjectId(5ffb514e80ef0812f270853d),LUX JASMINE SOAP 100G,Lux,HUL,5,Personal Care,Bath and hand wash,2.56,11.63636364,19,22,Y,10,19.44,20.79,18,18,12,18,100g,"Soft fragrant skin
Soft skin
Fragrance composed by the world's best perfume experts",,https://images-na.ssl-images-amazon.com/images/I/81wSG%2Br9PrL._SX425_.jpg
ObjectId(5ffb514e80ef0812f270853e),LAKME BLUSH AND GLOW PEACH GEL FACE WASH 50G,Lakme,HUL,5,Personal Care,Bath and hand wash,18.73,16.28695652,95,115,Y,10,96.27,92,110.4,92,17,18,50g,"Formulated by lakme salon experts
Enriched with goodness of rich strawberry extracts
Fruit anti-oxidants and beads cleanse your skin washing away dirt and other impurities
For the best results, use the product on an everyday basis
Mix a small amount with water in the palm of your hand and work into a rich lather
Gently massage onto wet face & rinse thoroughly with wate",,https://images-na.ssl-images-amazon.com/images/I/51n5uYPe%2BuL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270853f),LAKME BLUSH AND GLOW LEMON GEL FACE WASH 50G,Lakme,HUL,5,Personal Care,Bath and hand wash,18.73,16.28695652,95,115,Y,10,96.27,92,110.4,92,17,18,50g,"Gentle face wash
Removes dirt and other impurities
Skin looks bright and glowing
Fresh and fruity fragrance
Makes skin soft, smooth and supple",,https://images-na.ssl-images-amazon.com/images/I/41eSmK42LfL.jpg
ObjectId(5ffb514e80ef0812f2708540),LAKME BLUSH AND GLOW LEMON GELFACE WASH 100G,Lakme,HUL,5,Personal Care,Bath and hand wash,36.66,16.29333333,187,225,Y,10,188.34,180,169,180,17,18,100G,"Gentle face wash
Removes dirt and other impurities
Skin looks bright and glowing
Fresh and fruity fragrance
Makes skin soft, smooth and supple",,https://images-na.ssl-images-amazon.com/images/I/41eSmK42LfL.jpg
ObjectId(5ffb514e80ef0812f2708541),LAKME STRAWBERRY BLUSH AND GLOW GEL FACE WASH 50G,Lakme,HUL,5,Personal Care,Skin care,10.5,10,95,105,Y,10,94.5,98.07,84,84,10,18,50g,"Gentle face wash
Removes dirt and other impurities
Skin looks bright and glowing
Fresh and fruity fragrance
Makes skin soft, smooth and supple",,https://images-na.ssl-images-amazon.com/images/I/51Tb1RpZEWL._SY450_.jpg
ObjectId(5ffb514e80ef0812f2708542),LAKME STRAWBERRY BLUSH AND GLOW GEL FACE WASH 100G,Lakme,HUL,5,Personal Care,Skin care,19.5,9.512195122,185,205,N,10,185.5,164,164,164,10,18,100g,"Gentle face wash
Removes dirt and other impurities
Skin looks bright and glowing
Fresh and fruity fragrance
Makes skin soft, smooth and supple",,https://images-na.ssl-images-amazon.com/images/I/51Tb1RpZEWL._SY450_.jpg
ObjectId(5ffb514e80ef0812f2708543),LAKME BLUSH AND GLOW KIWI CRUSH 50G,Lakme,HUL,5,Personal Care,Skin care,18.73,16.28695652,95,115,Y,10,96.27,92,92,92,17,18,50g,"Imagine the delight of a fresh fruity splash every time you washed your face
Contains extract with 100% real kiwi
Infused with soft cleansing beads
A delicious fruity fragrance that burst on your skin for your daily dose of freshness
The gel cleanser gently lifts away impurities and gives you an ultimate fruity fresh experience
Its KIWI anti-oxidants help improve skin texture & appearance",https://images-static.nykaa.com/media/catalog/product/2/7/27127_h-8901030734052_2.jpg,"https://m.media-amazon.com/images/S/aplus-media/vc/030bd48f-503a-4c2a-8fb8-a2de4aa78738._CR0,0,300,300_PT0_SX300__.jpg"
ObjectId(5ffb514e80ef0812f2708544),LAKME BLUSH AND GLOW KIWI CRUSH 100G,Lakme,HUL,5,Personal Care,Skin care,36.66,16.29333333,187,225,Y,10,188.34,209.25,180,180,17,18,100g,"Imagine the delight of a fresh fruity splash every time you washed your face
Contains extract with 100% real kiwi
Infused with soft cleansing beads
A delicious fruity fragrance that burst on your skin for your daily dose of freshness
The gel cleanser gently lifts away impurities and gives you an ultimate fruity fresh experience
Its KIWI anti-oxidants help improve skin texture & appearance",,https://images-na.ssl-images-amazon.com/images/I/61HdqbO8YaL._SX522_.jpg
