_id,name,brand,manufacturer,PriorityIndex,category,subCategory,margin,margin%,sp,mrp,availability,limit,DealerPrice,JioMartPrice,BigBasketPrice,GrofersPrice,discount,gst,weight,description,imageUrl,productImageUrl
ObjectId(5ffb514e80ef0812f270839c),Genteel Liquid detergent,Genteel,Godrej Consumer Products Ltd,10,Household items,Detergents,25.6,8,294,320,Y,10,294.4,256,240,240,8,9,2kg,Contains: 2 units of Genteel Liquid Detergent (1kg each),https://images-na.ssl-images-amazon.com/images/I/71u32Y8g4pL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71YUPlRyARL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270839d),Genteel washomatic,Genteel,Godrej Consumer Products Ltd,8,Household items,Detergents,15.2,8,175,190,Y,10,174.8,147,152,152,8,9,1kg,"Works well with both, Top-Load and Front Load washing machine",https://images-na.ssl-images-amazon.com/images/I/71TxbTzqQAL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/41Gk2VJbEkL.jpg
ObjectId(5ffb514e80ef0812f270839e),Ezee winter wear specialist liquid detergent,Ezee,Godrej Consumer Products Ltd,8,Household items,Detergents,14,8,161,175,Y,10,161,140,140,140,8,18,1kg,"pH neutral, no soda formula – prevents from shrinking and fading",https://images-na.ssl-images-amazon.com/images/I/81HNTzUj9%2BL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/718pyLDBeZL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270839f),Cinthol soaps-confidence (Pack of 4),Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,15.92,8,183,199,Y,10,183.08,159,159,159,8,18,4x100g,,,https://rukminim1.flixcart.com/image/416/416/jqjszgw0/soap/g/8/z/4-400-cinthol-confidence-plus-soap-100-gm-pack-of-4-godrej-original-imafcj9rfy9jabnh.jpeg?q=70
ObjectId(5ffb514e80ef0812f27083a0),Cinthol soaps-cool (Pack OF 3),Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,10.32,8,119,129,Y,10,118.68,103,103,103,8,18,3x125g,Bathing soap enriched with extra cool menthol,,https://images-na.ssl-images-amazon.com/images/I/71KXu8YXxPL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083a1),Cinthol soaps-lime (Pack of 3),Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,12.8,8,147,160,Y,10,147.2,128,128,128,8,18,3x125g,Lime Soap,,https://rukminim1.flixcart.com/image/416/416/jepzrm80/soap/z/z/y/3-375-lime-soap-cinthol-original-imaf3cgy8wagyehd.jpeg?q=70
ObjectId(5ffb514e80ef0812f27083a2),Cinthol soaps-original (Pack of 4),Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,10.125,7.5,124,135,Y,10,124.875,108,108,108,8,18,4x100g,Suitable for all skin types and all age groups,https://images-na.ssl-images-amazon.com/images/I/71ERAYV59ZL._SL1200_.jpg,https://images-na.ssl-images-amazon.com/images/I/61Err9DzAAL._SL1200_.jpg
ObjectId(5ffb514e80ef0812f27083a3),No.1 kesar milk cream soap (Pack of 4 ),Godrej,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,10.2,10,92,102,Y,10,91.8,82,82,82,10,18,4x150g,Suitable for all skin types and all age groups,,https://images-na.ssl-images-amazon.com/images/I/41TNLIM0QfL.jpg
ObjectId(5ffb514e80ef0812f27083a4),No.1 jasmine milk cream soap (Pack of 4 ),Godrej,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,16.9,10,152,169,Y,10,152.1,135,135,135,10,18,4x50g,,,https://rukminim1.flixcart.com/image/416/416/kd1zngw0/soap/z/4/k/2-200-no-1-jasmine-milk-cream-soap-100g-pack-of-2-godrej-original-imafuf3qsnuqzmf3.jpeg?q=70
ObjectId(5ffb514e80ef0812f27083a5),No.1 neem rose water soap ( Pack of 4 ),Godrej,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,10.4,10,94,104,Y,10,93.6,83,83,83,10,18,4x100g,Feel the brush of soft rose petals as you apply the new Godrej No.1 Rosewater & Almonds to you skin.,,https://res.sastasundar.com/incom/images/product/Godrej-No1-Rosewater-And-Almonds-Soap-1541411415-10050796-1.jpg
ObjectId(5ffb514e80ef0812f27083a6),No.1 sandal turmeric soap ( Pack of 4),Godrej,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,10.2,10,92,102,Y,10,91.8,82,82,82,10,18,4x150g,"Contains natural ingredients - Sandal and Turmeric, known and trusted for skin care",https://images-na.ssl-images-amazon.com/images/I/61jA5-uwuoL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/710lOL-ocVL._SL1200_.jpg
ObjectId(5ffb514e80ef0812f27083a7),No.1 lime aloe vera soap (Pack of 4),Godrej,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,9,10,81,90,Y,10,81,72,72,72,10,18,4x150g,Contains natural oils to give you skin that glows with nourishment,,https://images-na.ssl-images-amazon.com/images/I/61Z5d%2BNWSVL._SL1200_.jpg
ObjectId(5ffb514e80ef0812f27083a8),No.1 coconut neem soap (Pack of 4 ),Godrej,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,7.6,10,68,76,Y,10,68.4,61,61,61,10,18,4x100g,"Coconut oil, known for its skin hydrating properties, has been combined with neem - an active",,https://images-na.ssl-images-amazon.com/images/I/71OLS-oBYhL._SX522_.jpg
ObjectId(5ffb514e80ef0812f27083a9),No.1 rosewater almond soap (Pack of 4),Godrej,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,10.4,10,94,104,Y,10,93.6,83,83,83,10,18,4x100g,,,https://res.sastasundar.com/incom/images/product/Godrej-No1-Rosewater-And-Almonds-Soap-1541411415-10050796-1.jpg
ObjectId(5ffb514e80ef0812f27083aa),No.1 aloe vera white lily soap,Godrej,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,8.84,8.5,95,104,Y,10,95.16,83,83,83,9,18,4x100g,"Godrej No.1 Aloe Vera and White Lily soap is enriched with the do good properties of Aloe Vera that moisturizes the skin and the enchanting fragrance of White Lily which gives you soft and beautiful skin, naturally.",,https://res.sastasundar.com/incom/images/product/Godrej-No1-Aloe-Vera-And-White-Lily-Soap-1521455141-10041595.jpg
ObjectId(5ffb514e80ef0812f27083ab),Godrej Fairglow soap ( Pack Of 6),Godrej,Godrej Consumer Products Ltd,8,Personal Care,Bath and hand wash,8.4,8,97,105,Y,10,96.6,84,84,84,8,18,100g,Reduces existing melanin,,https://images-na.ssl-images-amazon.com/images/I/71bg53ilANL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083ac),Expert rich creme single use pack hair color- Shade 3 Black Brown,Godrej,Godrej Consumer Products Ltd,8,Personal Care,Hair care,3.9,13,26,30,Y,10,26.1,24,24,24,13,5,20g+20ml,100% grey coverage – with long lasting deep shine colour,https://images-na.ssl-images-amazon.com/images/I/81pai6cHjYL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81imbrKYbRL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083ad),Nupur mehendi,Godrej,Godrej Consumer Products Ltd,8,Personal Care,Hair care,11.25,15,64,75,Y,10,63.75,60,60,60,15,18,120g,100% PURE HENNA product chosen by consumers as a trusted companion for hair health and nourishment,https://images-na.ssl-images-amazon.com/images/I/81JV3kphFPL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61TJFuHIjJL._SL1200_.jpg
ObjectId(5ffb514e80ef0812f27083ae),Nupur mehendi,Godrej,Godrej Consumer Products Ltd,8,Personal Care,Hair care,28.5,15,162,190,Y,10,161.5,152,152,152,15,18,400g,100% PURE HENNA product chosen by consumers as a trusted companion for hair health and nourishment,https://images-na.ssl-images-amazon.com/images/I/81xd5fFHAsL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61TJFuHIjJL._SL1200_.jpg
ObjectId(5ffb514e80ef0812f27083af),COLOUR Soft Ultra Gentle Hair Colour (Natural Black),Godrej,Godrej Consumer Products Ltd,8,Personal Care,Hair care,23.85,15,135,159,Y,10,135.15,127,127,127,15,5,80ml+24g,,,https://images-na.ssl-images-amazon.com/images/I/71jyL9umm1L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083b0),Expert - Liquid Hair Dye,Godrej,Godrej Consumer Products Ltd,8,Personal Care,Hair care,8.075,9.5,77,85,Y,10,76.925,68,68,68,10,5,20ml,,,https://assetscdn1.paytm.com/images/catalog/product/F/FA/FASGODREJ-EXPERBIGB9858325C570196/1562083232861_0..jpg?imwidth=320&impolicy=hq
ObjectId(5ffb514e80ef0812f27083b1),Anoop - Hair Oil,Godrej,Godrej Consumer Products Ltd,8,Personal Care,Hair care,17.5,10,158,175,Y,10,157.5,140,140,140,10,18,50ml,Controls hair fall,,https://images-na.ssl-images-amazon.com/images/I/41l5ZTtkT5L.jpg
ObjectId(5ffb514e80ef0812f27083b2),BBlunt Salon Secret High Shine Creme hair Color (Chocolate Dark Brown),Godrej,Godrej Consumer Products Ltd,8,Personal Care,Hair care,23.88,12,175,199,Y,10,175.12,159,159,159,12,5,100g+8ml,,,https://images-na.ssl-images-amazon.com/images/I/61GQpPB2aSL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f27083b3),aer air & surface sanitizer spray,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Sanitizers and disinfectants,23.88,12,175,199,Y,10,175.12,159,159,159,12,18,240ml,2-in-1 COMBINATION: long lasting fragrance and effective sanitisation,https://images-na.ssl-images-amazon.com/images/I/71S86j191uL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61tagRqFHbL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083b4),aer Fabric sanitizer spray,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Sanitizers and disinfectants,23.88,12,175,199,Y,10,175.12,159,159,159,12,18,225ml,2-in-1 Combination: This sanitiser spray offers long lasting fragrance and effective sanitisation. Can be sprayed on any fabric surface.,https://images-na.ssl-images-amazon.com/images/I/71dLfx2I6oL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/617PH%2BAUD3L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083b5),aer pocket bathroom fragrances-morning.misty.meadows,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,5.5,10,50,55,Y,10,49.5,44,44,44,10,18,1 unit,Unique power gel technology which ensures the fragrance reaches every corner of your bathroom,,https://assetscdn1.paytm.com/images/catalog/product/F/FA/FASGODREJ-AER-PVENT86992A8CE59D5/1561496352324_0..jpg?imwidth=320&impolicy=hq
ObjectId(5ffb514e80ef0812f27083b6),aer pocket bathroom fragrances-petal.crush.pink,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,5.5,10,50,55,Y,10,49.5,44,44,44,10,18,1 unit,Unique power gel technology which ensures the fragrance reaches every corner of your bathroom,https://images-na.ssl-images-amazon.com/images/I/71ItrM7LUcL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61Ub%2BLS2qUL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083b7),aer pocket bathroom fragrances-fresh.lush.green,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,5.5,10,50,55,Y,10,49.5,44,44,44,10,18,1 unit,Unique power gel technology which ensures the fragrance reaches every corner of your bathroom,,https://images-na.ssl-images-amazon.com/images/I/31cKKrTDerL.jpg
ObjectId(5ffb514e80ef0812f27083b8),aer pocket bathroom fragrances-violet.valley.bloom,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,5.5,10,50,55,Y,10,49.5,44,44,44,10,18,1 unit,Unique power gel technology which ensures the fragrance reaches every corner of your bathroom,https://images-na.ssl-images-amazon.com/images/I/71MkzFb28tL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71FPadXSD7L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083b9),aer pocket bathroom fragrances-bright.tangy.delight,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,5.5,10,50,55,Y,10,49.5,44,44,44,10,18,1 unit,Unique power gel technology which ensures the fragrance reaches every corner of your bathroom,https://images-na.ssl-images-amazon.com/images/I/71rauhplEnL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61iWVq9pp3L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083ba),aer click car fragrances product-cool.surf.blue,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,59.8,20,239,299,Y,10,239.2,229,229,229,20,18,1 unit,This fragrance is inspired by the smooth sea breeze flowing over coral reefs in Mauritius,,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Click_2_4b71ca69-62ed-4160-a6f5-dd8dc1dfa1ce_1024x1024.jpg?v=1570113696
ObjectId(5ffb514e80ef0812f27083bb),aer click car fragrances product-petal.crush.pink,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,59.8,20,239,299,Y,10,239.2,229,229,229,20,18,1 unit,Contains 1 unit of Godrej aer click - car freshner kit (with refill). Variant - Petal Crush Pink,,https://images-na.ssl-images-amazon.com/images/I/71ef%2B3PlPDL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083bc),aer click car fragrances product-fresh.lush.green,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,59.8,20,239,299,Y,10,239.2,229,229,229,20,18,1 unit,Contains 1 unit of Godrej aer click - car freshner kit (with refill). Variant - Fresh Lush Green,,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Click_Green_2_1024x1024.jpg?v=1569318080
ObjectId(5ffb514e80ef0812f27083bd),aer click car fragrances product-musk.after.smoke,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,59.8,20,239,299,Y,10,239.2,229,229,229,20,18,1 unit,Contains 1 unit of Godrej aer click - car freshner kit (with refill). Variant - Musk After Smoke,,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Click_Black_2_1024x1024.jpg?v=1569318087
ObjectId(5ffb514e80ef0812f27083be),aer click car fragrances product-bright.tangy.delight,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,59.8,20,239,299,Y,10,239.2,229,229,229,20,18,1 unit,Contains 1 unit of Godrej aer click - car freshner kit (with refill). Variant - Bright Tangy Delight,,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Click_Orange_2_1024x1024.jpg?v=1570791525
ObjectId(5ffb514e80ef0812f27083bf),aer click car fragrances product-rich.irish.cocktail,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,59.8,20,239,299,Y,10,239.2,229,229,229,20,18,1 unit,The royal members of our family are here. Their fragrance is inspired by fresh iris flowers from the lush gardens of ireland.,,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Click_Irish_2_1024x1024.jpg?v=1569318100
ObjectId(5ffb514e80ef0812f27083c0),aer click car fragrances refill-cool.surf.blue,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,35,20,140,175,Y,10,140,140,140,140,20,18,1 unit,Consistent fragrance for 60 days,https://images-na.ssl-images-amazon.com/images/I/71Khi3kXbaL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/617LiCUIrML._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083c1),aer click car fragrances refill-petal.crush.pink,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,35,20,140,175,Y,10,140,140,140,140,20,18,1 unit,Consistent fragrance for 60 days,,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Click_1_ee6c24b9-7403-4ca6-a78e-d8903c00bb9e_1024x1024.jpg?v=1572670869
ObjectId(5ffb514e80ef0812f27083c2),aer click car fragrances refill-fresh.lush.green,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,35,20,140,175,Y,10,140,140,140,140,20,18,1 unit,Consistent fragrance for 60 days,,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Click_Green_1_fce9b12c-88a1-495d-9ce7-ca686e168175_1024x1024.jpg?v=1569589930
ObjectId(5ffb514e80ef0812f27083c3),aer click car fragrances refillt-musk.after.smoke,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,35,20,140,175,Y,10,140,140,140,140,20,18,1 unit,Consistent fragrance for 60 days,,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Click_Black_1_bba67b78-e2cc-4169-bde6-3061ba7b4dcc_1024x1024.jpg?v=1569590127
ObjectId(5ffb514e80ef0812f27083c4),aer click car fragrances refill-bright.tangy.delight,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,35,20,140,175,Y,10,140,140,140,140,20,18,1 unit,Consistent fragrance for 60 days,,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Click_Orange_1_d556d37f-8f9f-4308-a526-28ef8f016c64_1024x1024.jpg?v=1569589342
ObjectId(5ffb514e80ef0812f27083c5),aer twist car fragrances-cool.surf.blue,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,75.8,20,303,379,Y,10,303.2,303,303,342,20,18,1 unit,A fragrance inspired by the smooth sea breeze flowing over coral reefs in Mauritius.,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Twist_Cool_Blue_2_1024x1024.jpg?v=1569388293,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Twist_Cool_Blue_1_1024x1024.jpg?v=1569388293
ObjectId(5ffb514e80ef0812f27083c6),aer twist car fragrances-petal.crush.pink,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,75.8,20,303,379,Y,10,303.2,303,303,342,20,18,1 unit,Here's a fragrance that is as fresh as it is romantic.,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Twist_PetalCrush_Pink_1_1024x1024.jpg?v=1569388383,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Twist_PetalCrush_Pink_2_1024x1024.jpg?v=1569388383
ObjectId(5ffb514e80ef0812f27083c7),aer twist car fragrances-fresh.lush.green,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,75.8,20,303,379,Y,10,303.2,303,303,342,20,18,1 unit,Plug this fragrance in and you might even hear birds chirping!,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Twist_Fresh_Lush_Green_1_1024x1024.jpg?v=1569388320,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Twist_Fresh_Lush_Green_2_1024x1024.jpg?v=1569388320
ObjectId(5ffb514e80ef0812f27083c8),aer twist car fragrances-musk.after.smoke,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,75.8,20,303,379,Y,10,303.2,303,303,342,20,18,1 unit,"A designer car fragrance that's as practical as it's thoughtful, as good-looking as it's fragrant and as long lasting as it's ease of use.",https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Twist_Musk_After_Smoke_1_1024x1024.jpg?v=1569388340,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Twist_Musk_After_Smoke_2_1024x1024.jpg?v=1569388340
ObjectId(5ffb514e80ef0812f27083c9),aer twist car fragrances-bright.tangy.delight,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,75.8,20,303,379,Y,10,303.2,303,303,342,20,18,1 unit,Just sit back and enjoy this tangy aroma while we deal with these complex oranges.,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Twist_Tangy_Orange_1_1024x1024.jpg?v=1569388278,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Twist_Tangy_Orange_2_1024x1024.jpg?v=1569388278
ObjectId(5ffb514e80ef0812f27083ca),aer twist car fragrances-rich.irish.cocktail,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,75.8,20,303,379,Y,10,303.2,303,303,342,20,18,1 unit,The royal members of our family are here. Their fragrance is inspired by fresh iris flowers from the lush gardens of ireland.,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_iRish_CockTail_1_1024x1024.jpg?v=1569388395,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_iRish_CockTail_2_1024x1024.jpg?v=1569388395
ObjectId(5ffb514e80ef0812f27083cb),aer twist car fragrances-sunny.citrus.blast,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,75.8,20,303,379,Y,10,303.2,303,303,342,20,18,1 unit,Not an average citrus. It's one that packs a punch.,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Citrus_Yellow_3_1024x1024.jpg?v=1569388404,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Citrus_Yellow_2_1024x1024.jpg?v=1569388404
ObjectId(5ffb514e80ef0812f27083cc),aer twist car fragrancesfresh.forest.drizzle,Godrej Aer,Godrej Consumer Products Ltd,8,Household items,Air fresheners,75.8,20,303,379,Y,10,303.2,303,303,342,20,18,1 unit,Contains 1 unit of Godrej aer twist car freshener - Fresh Forest Drizzle (45 g),https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Twist_1_1024x1024.jpg?v=1569388309,https://cdn.shopify.com/s/files/1/0100/4598/0708/products/Aer_Twist_2_1024x1024.jpg?v=1569388309
ObjectId(5ffb514e80ef0812f27083cd),Cinthol  deostick-rush,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,9.75,15,55,65,Y,10,55.25,52,52,52,15,18,40g,"Presenting Cinthol Deo Stick, a deodorant like you've never tried before. Made from cream formulation, not spray, it lasts 3 times longer than ordinary deos and is gentle on your skin too. ",,https://www.bigbasket.com/media/uploads/p/l/40066565_7-cinthol-rush-deostick-for-men-cream-based-deodorant.jpg
ObjectId(5ffb514e80ef0812f27083ce),Cinthol deostick-intense,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,9.75,15,55,65,Y,10,55.25,52,52,52,15,18,40g,"Presenting Cinthol Deo Stick, a deodorant like you've never tried before. Made from cream formulation, not spray, it lasts 3 times longer than ordinary deos and is gentle on your skin too. ",,https://images-na.ssl-images-amazon.com/images/I/312esLhPVtL.jpg
ObjectId(5ffb514e80ef0812f27083cf),Cinthol deostick-energy,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,9.75,15,55,65,Y,10,55.25,52,52,52,15,18,40g,"Presenting Cinthol Deo Stick, a deodorant like you've never tried before. Made from cream formulation, not spray, it lasts 3 times longer than ordinary deos and is gentle on your skin too. ",,https://images-na.ssl-images-amazon.com/images/I/71U2vsctDJL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d0),Cinthol talc-original,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,5.5,10,50,55,Y,10,49.5,44,44,44,10,18,100g,Keeps your skin healthy and glowing,,https://images-na.ssl-images-amazon.com/images/I/31VBhZR0lSL.jpg
ObjectId(5ffb514e80ef0812f27083d1),Cinthol talc-original,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,13.5,10,122,135,Y,10,121.5,108,108,108,10,18,300g,Keeps your skin healthy and glowing,,https://images-na.ssl-images-amazon.com/images/I/71Z2EuxQB8L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d2),Cinthol talc-deo,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,13.5,10,122,135,Y,10,121.5,108,108,108,10,18,300g,Deodorizing talcum powder. Keeps you smelling great all day. Cinthol Deo Talc suits your active lifestyle.,,https://images-na.ssl-images-amazon.com/images/I/61ns-2sQyXL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d3),Cinthol talc-cool,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,2.5,10,23,25,Y,10,22.5,20,20,20,10,18,50g,"Contains: 1 unit of Cinthol Talc Powder, Cool (50g). Cooling experience that lasts through the summer heat. Provides protection from perspiration. Keeps you feeling fresh and energized all day.",,https://www.emayammart.com/image/cache/catalog/Cinthol%20Talc%20Cool%2050g-1000x1000.png
ObjectId(5ffb514e80ef0812f27083d4),Cinthol talc-cool,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,5.5,10,50,55,Y,10,49.5,44,44,44,10,18,100g,"Contains: 1 unit of Cinthol Talc Powder, Cool (100g). Cooling experience that lasts through the summer heat. Provides protection from perspiration. Keeps you feeling fresh and energized all day.",,https://images-na.ssl-images-amazon.com/images/I/713a8REiV3L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d5),Cinthol talc-cool,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,13.5,10,122,135,Y,10,121.5,108,108,108,10,18,300g,"Contains: 1 unit of Cinthol Talc Powder, Cool (300g). Cooling experience that lasts through the summer heat. Provides protection from perspiration. Keeps you feeling fresh and energized all day.",,https://images-na.ssl-images-amazon.com/images/I/71rsPykKUfL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d6),Cinthol talc-confidence+,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,2.5,10,23,25,Y,10,22.5,20,20,20,10,18,50g,Pleasant deo fragrance that lasts all day. Antibacterial talcum powder. Provides superior germ protection. Stay confident as you take on everyday challenges with Cinthol Confident+ Talc.,,https://www.emayammart.com/image/cache/catalog/Cinthol%20Talc%20Cofidence%20%2050g-1000x1000.png
ObjectId(5ffb514e80ef0812f27083d7),Cinthol talc-confidence+,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,5.5,10,50,55,Y,10,49.5,44,44,44,10,18,100g,Pleasant deo fragrance that lasts all day. Antibacterial talcum powder. Provides superior germ protection. Stay confident as you take on everyday challenges with Cinthol Confident+ Talc.,,https://images-na.ssl-images-amazon.com/images/I/71W7EzebghL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d8),Cinthol talc-confidence+,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,13.5,10,122,135,Y,10,121.5,108,108,108,10,18,300g,Pleasant deo fragrance that lasts all day. Antibacterial talcum powder. Provides superior germ protection. Stay confident as you take on everyday challenges with Cinthol Confident+ Talc.,,https://images-na.ssl-images-amazon.com/images/I/71W7EzebghL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f27083d9),Cinthol talc-lime,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,2.5,10,23,25,N,10,22.5,20,20,20,10,18,50g,Talcum powder with enhanced lemony fragrance. Keeps you feeling fresh and energized all day. Cinthol Lime Talc provides protection from perspiration.,,https://www.emayammart.com/image/cache/catalog/Cinthol%20Talc%20Lime%2050g-1000x1000.png
ObjectId(5ffb514e80ef0812f27083da),Cinthol talc-lime,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,5.5,10,50,55,Y,10,49.5,44,44,44,10,18,100g,Talcum powder with enhanced lemony fragrance. Keeps you feeling fresh and energized all day. Cinthol Lime Talc provides protection from perspiration.,,https://images-na.ssl-images-amazon.com/images/I/31yO54GEOqL.jpg
ObjectId(5ffb514e80ef0812f27083db),Cinthol talc-lime,Cinthol,Godrej Consumer Products Ltd,8,Personal Care,Perfumes and deo,13.5,10,122,135,Y,10,121.5,108,108,108,10,18,300g,Talcum powder with enhanced lemony fragrance. Keeps you feeling fresh and energized all day. Cinthol Lime Talc provides protection from perspiration.,,https://images-na.ssl-images-amazon.com/images/I/41oO2ng-HxL.jpg
